Rang;n° rue;Nom rue;Code postal;Ville;Date création;Nom société;APE;Catégorie;Nbr employé;Mise à jour;Date finance;Revenu;Profit
1392;15;RUE DU CURE ST ETIENNE;59800;LILLE;2003;SARL PHILIPPE GONAY LILLE;9602A;Coiffure;10;2015-07-04T00:00:00;31/12/2015;816998;2771
1393;;RUE LAVOISIER LOMME;59160;LILLE;2008;ALVARIUM HOLDING;6420Z;Activités des sociétés holding;4;2014-01-22T00:00:00;30/06/2015;816459;128971
1394;;AVENUE LE CORBUSIER;59800;LILLE;2005;C.G.H.R;5510Z;Hà´tels et hébergement similaire;20;2009-02-12T00:00:00;31/12/2015;815781;113704
1395;;RUE JEAN CHARLES BORDA;59000;LILLE;1985;GESTION HOTELIERE M.D.C;5510Z;Hà´tels et hébergement similaire;6;2015-01-30T00:00:00;31/12/2015;813340;-202530
1396;293;AVENUE DE DUNKERQUE LOMME;59160;LILLE;2013;PETAF;4730Z;Commerce de détail de carburants en magasin spécialisé;10;2014-02-05T00:00:00;31/08/2015;811527;1530
1397;;PORT FLUVIAL 8 EME RUE;59000;LILLE;2012;SARL ISOLDRY;4676Z;Commerce de gros d'autres produits intermédiaires;0;2015-06-01T00:00:00;31/12/2015;810834;47568
1398;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2016;MTI FRANCE;7022Z;Conseil pour les affaires et autres conseils de gestion;;2016-09-06T00:00:00;30/06/2015;806444;797
1399;;BOULEVARD DE TURIN;59777;LILLE;2008;MSE LES KERLES;7112B;Ingénierie, études techniques;;2014-04-11T00:00:00;31/12/2015;803216;-56461
1400;9;PLACE DE STRASBOURG;59800;LILLE;1993;SARL OPTIQUE  VERGEZ;4778A;Commerces de détail d'optique;6;2011-04-06T00:00:00;31/12/2015;801508;50769
1401;2;RUE DE LA COLLEGIALE;59800;LILLE;2005;TANDEM +;7111Z;Activités d'architecture;10;2016-06-07T00:00:00;31/12/2015;798041;-29383
1402;89;RUE JACQUEMARS GIELEE;59800;LILLE;2008;PHARMACIE DE LA PLACE RONDE;4773Z;Commerce de détail produits pharmaceutiques (magasin spécialisé);4;2010-06-08T00:00:00;31/08/2015;794623;43649
1403;74;RUE DES ARTS;59800;LILLE;2015;SPORTREND;6209Z;Autres activités informatiques;8;2016-03-21T00:00:00;31/12/2015;792455;6865
1404;110;QUAI GERY LEGRAND;59000;LILLE;2005;SARL LES TOQUEES DE LA CUISINE;5621Z;Services des traiteurs;10;2016-10-21T00:00:00;31/12/2015;789550;3280
1405;4;RUE DE TOUL;59800;LILLE;2013;BP INVESTISSEMENTS;6810Z;Activités des marchands de biens immobiliers;;2013-12-11T00:00:00;30/06/2015;786337;47779
1406;70;RUE FAIDHERBE (HELLEMMES);59260;LILLE;2001;EXPO FRANCE NORD;8121Z;Nettoyage courant des bâtiments;20;2010-09-07T00:00:00;31/12/2015;781965;959
1407;32;PLACE LOUISE DE BETTIGNIES;59800;LILLE;2009;I RAMEN;5610A;Restauration traditionnelle;10;2016-04-26T00:00:00;30/09/2015;780801;11908
1408;4;RUE DE TOUL;59800;LILLE;2014;BP IMMO;6810Z;Activités des marchands de biens immobiliers;;2014-06-27T00:00:00;31/03/2015;776680;31941
1409;10;PLACE RIHOUR;59800;LILLE;1957;AU CLUB;5610A;Restauration traditionnelle;10;2000-11-30T00:00:00;30/06/2015;771793;77067
1410;892;AVENUE DE DUNKERQUE LOMME;59160;LILLE;1998;HOLUIGUE;1071C;Boulangerie et boulangerie-pâtisserie;10;2015-03-02T00:00:00;31/03/2015;768673;169022
1411;3;RUE JEANNE MAILLOTTE;59800;LILLE;2015;COMPAGNIE D'ETUDES ET DE TRANSACTIONS IMMOBILIERES CETIM;6831Z;Agences immobilières;0;2016-10-16T00:00:00;31/12/2015;757737;277178
1412;271;RUE SOLFERINO;59000;LILLE;2014;AS LILLE;4669C;Comm. gros de fournitures & équipts divers pour commerces & sces;4;2014-02-10T00:00:00;31/12/2015;756276;55445
1413;2;RUE DU PALAIS RIHOUR;59800;LILLE;2014;SINOPIA;4759A;Commerce de détail de meubles;1;2014-08-04T00:00:00;30/09/2015;752845;-47286
1414;40;RUE DE GAND;59800;LILLE;2001;SARL TAPIOCA;5610A;Restauration traditionnelle;10;2016-11-09T00:00:00;30/09/2015;747648;37027
1415;43;PLACE RIHOUR;59800;LILLE;2007;A.F.B;4778A;Commerces de détail d'optique;6;2014-08-08T00:00:00;31/12/2015;743926;41199
1416;76;RUE VICTOR HUGO LOMME;59160;LILLE;1995;ETS HAESEBROUCK;2562B;Mécanique industrielle;5;2014-10-15T00:00:00;31/12/2015;742343;-15501
1417;3;RUE SAINT ETIENNE;59800;LILLE;2014;FROMAGERIES PHILIPPE OLIVIER;4729Z;Autres commerces de détail alimentaires en magasin spécialisé;6;2015-01-29T00:00:00;30/06/2015;738941;24631
1418;32;RUE HENRI REGNAULT;59000;LILLE;2010;HSE PRO;7490B;Activités spécialisées, scientifiques et techniques diverses;3;2012-10-22T00:00:00;31/12/2015;738018;15941
1419;253;BOULEVARD DE LEEDS;59777;LILLE;2009;TRANSPORTS SERVICES LOGISTIC;4941B;Transports routiers de fret de proximité;15;2009-12-02T00:00:00;31/12/2015;737061;31498
1420;16;RUE DE TOURNAI;59800;LILLE;2016;SATT NORD;7490B;Activités spécialisées, scientifiques et techniques diverses;70;2016-04-22T00:00:00;31/12/2015;735912;-2376408
1421;34;RUE D ATHENES;59000;LILLE;2008;EMPREINTE;7112B;Ingénierie, études techniques;6;2014-07-09T00:00:00;31/12/2015;733781;41799
1422;36;RUE ROYALE;59800;LILLE;2010;AGENCE JLW;6831Z;Agences immobilières;3;2016-11-23T00:00:00;31/12/2015;731417;70507
1423;60;RUE DE GAND;59800;LILLE;2003;LADENIME;5610A;Restauration traditionnelle;10;2016-06-10T00:00:00;31/03/2015;723098;42155
1424;42;RUE DE LA MONNAIE;59800;LILLE;2005;SARL DUHAUT;5610A;Restauration traditionnelle;6;2013-06-30T00:00:00;31/12/2015;721140;-1398
1425;121;RUE SOLFERINO;59000;LILLE;2006;LE ZEPPELIN;5630Z;Débits de boissons;10;2014-02-27T00:00:00;31/03/2015;719938;27932
1426;253;BOULEVARD DE LEEDS;59777;LILLE;2015;CARROSSERIE ALEXANDRE;4520A;Entretien et réparation de véhicules automobiles légers;4;2015-06-07T00:00:00;31/12/2015;719841;1788
1427;10;PLACE SIMON VOLLANT;59800;LILLE;2015;EURO EXPANSION;6622Z;Activités des agents et courtiers d'assurances;1;2016-02-09T00:00:00;31/12/2015;719497;35392
1428;70;RUE DES POSTES;59000;LILLE;2008;RESTER CHEZ SOI;8810A;Aide à  domicile;20;2016-03-10T00:00:00;31/12/2015;717243;-3471
1429;6;RUE MOILLET;59000;LILLE;2015;NORMALL;7010Z;Activités des sièges sociaux;4;2016-12-18T00:00:00;31/12/2015;716992;-847
1430;5;RUE JULES GUESDE;59000;LILLE;1900;CHAUSSURES FELIX;4772A;Commerce de détail de la chaussure;3;2016-10-07T00:00:00;31/01/2015;715727;35039
1431;253;BOULEVARD DE LEEDS;59777;LILLE;2014;KALSEC EUROPE LIMITED;4637Z;Commerce de gros de café, thé, cacao et épices;1;2014-09-16T00:00:00;30/09/2015;711890;-33858
1432;28;RUE DE TOURNAI;59800;LILLE;2016;SOCIETE LILLOISE D'AUTOPARTAGE;7711A;Location de courte durée voitures & véhicules auto. légers;3;2016-09-07T00:00:00;31/12/2015;711866;-25627
1433;26;RUE DU GENERAL DE WET;59000;LILLE;2015;H2O;4322A;Travaux d'installation d'eau et de gaz en tous locaux;4;2016-05-12T00:00:00;30/06/2015;711724;105031
1434;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2011;HOPOPOP;7311Z;Activités des agences de publicité;;2011-12-05T00:00:00;31/12/2015;711310;715
1435;229;RUE SOLFERINO;59000;LILLE;2012;LBR EDITIONS;5811Z;édition de livres;1;2015-01-25T00:00:00;31/12/2015;709890;351506
1436;6;RUE LOUIS FAURE;59000;LILLE;2015;EBIZCASE;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2015-05-22T00:00:00;30/06/2015;709732;30310
1437;193;RUE DE PARIS;59800;LILLE;2013;ACTTIF 59;7820Z;Activités des agences de travail temporaire;0;2013-06-10T00:00:00;31/12/2015;708903;50578
1438;4;BOULEVARD JEAN BAPTISTE LEBAS;59000;LILLE;2011;UN TEMPS CHEZ VOUS;8899B;Action sociale sans hébergement n.c.a.;20;2012-01-15T00:00:00;31/12/2015;707626;29611
1439;51;RUE DE GAND;59800;LILLE;2010;AU 51;5610A;Restauration traditionnelle;6;2011-01-30T00:00:00;31/03/2015;707391;43892
1440;161;RUE SOLFERINO;59000;LILLE;2012;P.WARLORD;5610A;Restauration traditionnelle;4;2014-08-12T00:00:00;31/12/2015;707317;101087
1441;161;RUE SOLFERINO;59000;LILLE;2012;P.WARLORD;5610A;Restauration traditionnelle;4;2014-08-12T00:00:00;31/12/2015;707317;101087
1442;100;PARVIS EURALILLE;59000;LILLE;2013;BODY ENJOY;9602B;Soins de beauté;18;2014-05-22T00:00:00;30/09/2015;703918;63666
1443;255;RUE LEON GAMBETTA;59000;LILLE;2013;BODY ENJOY;9602B;Soins de beauté;18;2014-05-22T00:00:00;30/09/2015;703918;63666
1444;4;PLACE RICHEBE;59800;LILLE;2015;NORD EUROPE PARTENARIAT;6420Z;Activités des sociétés holding;;2016-10-03T00:00:00;31/12/2015;703062;87887
1445;105;RUE MARTYRS DE RESISTANCE;59160;LILLE;2012;ETS HECQUET LOERENDOPT;4322B;Travaux d'installation équipements thermiques et climatisation;3;2012-04-12T00:00:00;31/12/2015;702697;107036
1446;10;RUE FAIDHERBE;59000;LILLE;2013;FRANCONSEIL;6622Z;Activités des agents et courtiers d'assurances;0;2015-03-04T00:00:00;30/06/2015;700228;160437
1447;9;CENTRE ARTISANAL B PALISSY;59160;LILLE;2015;IMUSIC FRANCE;4649Z;Commerce de gros d'autres biens domestiques;;2015-01-21T00:00:00;31/12/2015;697123;4915
1448;3;PLACE VIEUX MARCHE AUX CHEVAUX;59800;LILLE;1995;NORD DISTRIBUTION MUSIK;4759B;Commerce de détail d'autres équipements du foyer;6;1995-12-29T00:00:00;30/04/2015;696894;-15659
1449;68;RUE DE BETHUNE;59800;LILLE;1994;NORD DISTRIBUTION MUSIK;4759B;Commerce de détail d'autres équipements du foyer;6;1995-03-13T00:00:00;30/04/2015;696894;-15659
1450;156;RUE DU MOLINEL;59800;LILLE;1992;NORD DISTRIBUTION MUSIK;4759B;Commerce de détail d'autres équipements du foyer;6;2001-05-23T00:00:00;30/04/2015;696894;-15659
1451;8;PLACE RIHOUR;59800;LILLE;1988;LE FOY;5630Z;Débits de boissons;10;2016-03-05T00:00:00;30/06/2015;695362;57751
1452;10;RUE ROYALE;59800;LILLE;2013;RENDEZ-VOUS;5630Z;Débits de boissons;16;2014-02-09T00:00:00;31/03/2015;693017;122057
1453;201;RUE COLBERT;59000;LILLE;2005;INSURANCE MANAGEMENT SERVICES;7022Z;Conseil pour les affaires et autres conseils de gestion;6;2015-04-01T00:00:00;31/12/2015;692423;53634
1454;112;BOULEVARD DE LA LIBERTE;59800;LILLE;1980;MIDAS JER CAR;4520A;Entretien et réparation de véhicules automobiles légers;7;2016-06-27T00:00:00;30/09/2015;687850;51402
1455;17;RUE DE L EGALITE;59160;LILLE;2001;SARL NETTOYAGE MULTI SERVICES;8121Z;Nettoyage courant des bâtiments;10;2014-12-17T00:00:00;31/12/2015;684847;2154
1456;181;RUE ROGER SALENGRO (HELLEMMES);59260;LILLE;2002;BOULANGERIE PATISSERIE SOHET;1071C;Boulangerie et boulangerie-pâtisserie;10;2006-09-07T00:00:00;31/03/2015;680277;9451
1457;248;RUE ROGER SALENGRO (HELLEMMES);59260;LILLE;1998;BOULANGERIE PATISSERIE SOHET;1071C;Boulangerie et boulangerie-pâtisserie;10;1998-10-01T00:00:00;31/03/2015;680277;9451
1458;146;RUE PIERRE LEGRAND;59800;LILLE;2011;BOULANGERIE PATISSERIE SOHET;1071C;Boulangerie et boulangerie-pâtisserie;10;2011-05-06T00:00:00;31/03/2015;680277;9451
1459;16;RUE DU PRIEZ;59800;LILLE;2008;L.E.S;4771Z;Commerce de détail d'habillement en magasin spécialisé;3;2008-12-31T00:00:00;31/01/2015;680109;-19944
1460;10;RUE DU PRIEZ;59800;LILLE;1998;L.E.S;4771Z;Commerce de détail d'habillement en magasin spécialisé;3;2010-05-31T00:00:00;31/01/2015;680109;-19944
1461;41;RUE NEUVE;59800;LILLE;2006;LIPISAHE;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;3;2008-02-01T00:00:00;31/12/2015;679474;3806
1462;88;RUE NATIONALE;59800;LILLE;2014;URBA LINEA;7111Z;Activités d'architecture;6;2014-06-13T00:00:00;30/06/2015;676859;56102
1463;1;SQUARE RAMEAU;59800;LILLE;2014;HYGIENE & EXPERTISE;7490B;Activités spécialisées, scientifiques et techniques diverses;3;2016-09-11T00:00:00;31/12/2015;675953;47696
1464;1;RUE NEUVE;59000;LILLE;1991;SOC NOUVELLE D EXPLOITATION ELITY;4772B;Commerce de détail de maroquinerie et d'articles de voyage;6;1997-12-01T00:00:00;31/12/2015;675055;36912
1465;2;RUE NEUVE;59000;LILLE;1991;SOC NOUVELLE D EXPLOITATION ELITY;4772B;Commerce de détail de maroquinerie et d'articles de voyage;6;2016-12-20T00:00:00;31/12/2015;675055;36912
1466;;CTRE COMMERCIAL EURALILLE;59777;LILLE;2015;HAPPY CONCEPTS DEVELOPPEMENT;5610A;Restauration traditionnelle;6;2015-09-16T00:00:00;31/12/2015;671280;-5031
1467;14;RUE NATIONALE;59800;LILLE;2001;NATIONAL OPTIQUE;4778A;Commerces de détail d'optique;2;2002-09-23T00:00:00;30/09/2015;669208;
1468;195;RUE ADOLPHE DEFRENNE LOMME;59160;LILLE;2003;HOLDING DE PARTICIPATIONS HOSPITALIERS PRIVEES;6420Z;Activités des sociétés holding;4;2016-02-28T00:00:00;31/12/2015;667756;1742648
1469;165;AVENUE DE LA BRETAGNE;59000;LILLE;2009;CLAP-IN;6420Z;Activités des sociétés holding;6;2016-11-24T00:00:00;31/12/2015;665075;154529
1470;122;RUE ESQUERMOISE;59800;LILLE;2010;MEMENTO;4759B;Commerce de détail d'autres équipements du foyer;6;2015-08-09T00:00:00;31/12/2015;664212;26770
1471;165;AVENUE DE LA BRETAGNE;59000;LILLE;2016;MAGNUM;5610C;Restauration de type rapide;10;2016-10-26T00:00:00;30/09/2015;663316;85391
1472;115;RUE NATIONALE;59800;LILLE;1999;OLIVIER ROUCOU ET ASSOCIES SOCIETE  D'EXPERTISE COMPTABLE ET DE COMMISSARIAT AUX COMPTES;6920Z;Activités comptables;9;2013-02-27T00:00:00;31/12/2015;650617;172314
1473;100;TRIANGLE GARES ST MAURICE;59000;LILLE;2016;CROC'PAUSE;1071C;Boulangerie et boulangerie-pâtisserie;9;2016-10-25T00:00:00;31/07/2015;649802;-105157
1474;98;RUE SOLFERINO;59000;LILLE;1996;SARL LABEL VIE;4729Z;Autres commerces de détail alimentaires en magasin spécialisé;6;2014-12-30T00:00:00;31/03/2015;648069;8653
1475;2;RUE ROYALE;59800;LILLE;2005;LE PRIVILEGE;5630Z;Débits de boissons;6;2006-11-19T00:00:00;31/12/2015;647955;17556
1476;1;RUE ESQUERMOISE;59800;LILLE;2000;PARTICIPEX GESTION;7022Z;Conseil pour les affaires et autres conseils de gestion;4;2012-08-31T00:00:00;31/12/2015;647021;35134
1477;273;RUE LEON GAMBETTA;59000;LILLE;2010;LA FIESTA;4778C;Autres commerces de détail spécialisés divers;6;2011-07-08T00:00:00;31/08/2015;646588;1486
1478;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2016;LAFAS;4771Z;Commerce de détail d'habillement en magasin spécialisé;0;2016-03-08T00:00:00;31/12/2015;645665;-9927
1479;51;RUE MARCEL HENAUX;59000;LILLE;2007;ACTOS FORMATION;8532Z;Enseignement secondaire technique ou professionnel;6;2015-10-30T00:00:00;30/06/2015;644964;-66813
1480;27;RUE LEPELLETIER;59800;LILLE;1988;FRANCE PERRUQUES;4778C;Autres commerces de détail spécialisés divers;11;1994-12-13T00:00:00;31/12/2015;641046;-39715
1481;40;RUE DU COEUR JOYEUX;59160;LILLE;1986;ETS MICHEL GUSMINI;4520A;Entretien et réparation de véhicules automobiles légers;6;2010-01-28T00:00:00;31/12/2015;640826;5949
1482;100;PARVIS EURALILLE;59000;LILLE;2015;MIHOS;5610C;Restauration de type rapide;0;2016-01-22T00:00:00;31/12/2015;640718;-18594
1483;79;RUE DE LA MONNAIE;59800;LILLE;2008;LA TABLE DU SIAM;5610A;Restauration traditionnelle;10;2016-08-25T00:00:00;30/06/2015;638318;-33302
1484;12;PLACE SAINT HUBERT;59800;LILLE;2014;ALTEA CONSEILS;7022Z;Conseil pour les affaires et autres conseils de gestion;1;2014-11-12T00:00:00;31/03/2015;638074;73696
1485;27;RUE DE THIONVILLE;59800;LILLE;2015;FONCIERE DES ARTS;6810Z;Activités des marchands de biens immobiliers;1;2016-08-25T00:00:00;30/11/2015;637771;1455689
1486;83;BOULEVARD DE LA LIBERTE;59800;LILLE;2011;RB DEVELOPPEMENT;9602A;Coiffure;10;2012-03-21T00:00:00;31/12/2015;633974;40686
1487;1;RUE DE BOUVINES;59800;LILLE;2012;RB DEVELOPPEMENT;9602A;Coiffure;10;2012-03-21T00:00:00;31/12/2015;633974;40686
1488;36;RUE DE LA CLEF;59800;LILLE;1995;ROCAMBOLE SARL;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;3;2013-09-12T00:00:00;31/12/2015;632800;31182
1489;8;RUE MAL DE LATTRE DE TASSIGNY;59800;LILLE;2004;GEOSAN;7112B;Ingénierie, études techniques;6;2004-02-06T00:00:00;31/12/2015;627644;-43077
1490;12;RUE COURTOIS;59000;LILLE;2001;PLAFONDS SERVICES EURL;4673A;Commerce de gros de bois et de matériaux de construction;1;2015-03-11T00:00:00;31/05/2015;623976;2671
1491;8;PLACE MADELEINE CAULIER;59800;LILLE;2005;BOUCHERIE DE LA PLACE;4722Z;Comm. détail viandes & produits à  base de viande (magas. spéc.);3;2005-06-06T00:00:00;31/08/2015;623925;4685
1492;102;BOULEVARD VAUBAN;59800;LILLE;2012;BOULANGERIE COEUR D'EPIS;1071C;Boulangerie et boulangerie-pâtisserie;6;2012-10-17T00:00:00;31/07/2015;612873;25339
1493;15;RUE DU CURE ST ETIENNE;59800;LILLE;2004;MILLE ET UNE LISTES;4791A;Vente à  distance sur catalogue général;20;2008-11-05T00:00:00;31/12/2015;610000;-2705000
1494;48;RUE GUSTAVE NADAUD;59000;LILLE;2004;SARL SOLENER;7112B;Ingénierie, études techniques;3;2011-04-20T00:00:00;31/12/2015;604194;5790
1495;2;RUE HEGEL LOMME;59160;LILLE;2013;LA COOPERATIVE DES TILLEULS;6202A;Conseil en systèmes et logiciels informatiques;9;2014-01-29T00:00:00;31/12/2015;602213;210914
1496;7;RUE SAINT SAUVEUR;59800;LILLE;2013;BAORI;8230Z;Organisation de foires, salons professionnels et congrès;1;2013-09-25T00:00:00;30/06/2015;601679;6700
1497;171;RUE NATIONALE;59800;LILLE;2001;ACTIF IMMO;6810Z;Activités des marchands de biens immobiliers;1;2014-02-23T00:00:00;30/06/2015;598471;25475
1498;19;BOULEVARD DE LA LIBERTE;59800;LILLE;2014;HDFI PATRIMOINE;6831Z;Agences immobilières;1;2014-11-30T00:00:00;31/03/2015;598198;47202
1499;60;RUE SAINT ETIENNE;59800;LILLE;2008;LE FOSSILE LILLE;5610A;Restauration traditionnelle;7;2008-06-26T00:00:00;31/12/2015;596984;38672
1500;41;PLACE RIHOUR;59800;LILLE;2009;A   B;7111Z;Activités d'architecture;2;2012-02-10T00:00:00;31/12/2015;596508;255555
1501;30;PLACE DU GENERAL DE GAULLE;59800;LILLE;1991;JOAILLERIE DE LA VIEILLE BOURSE;4777Z;Comm. détail d'articles horlogerie & bijouterie (magas. spéc.);0;2016-11-23T00:00:00;31/12/2015;592582;-51362
1502;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2016;YOUNG & PARTNERS FRANCE;6202A;Conseil en systèmes et logiciels informatiques;1;2016-09-19T00:00:00;30/06/2015;590423;57036
1503;199;RUE COLBERT;59000;LILLE;2015;PST FORMATION;8559A;Formation continue d'adultes;7;2016-03-30T00:00:00;31/12/2015;589847;-4744
1504;9;PARVIS ST MAURICE;59800;LILLE;2012;CALDO LA BOUCHERIE;5610A;Restauration traditionnelle;6;2015-02-17T00:00:00;30/09/2015;588517;-199936
1505;119;RUE SOLFERINO;59000;LILLE;2010;VELVET;5630Z;Débits de boissons;6;2011-11-09T00:00:00;31/03/2015;585041;30869
1506;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2016;CATALPIMMO;6820B;Location de terrains et d'autres biens immobiliers;0;2016-07-07T00:00:00;28/02/2015;577550;90360
1507;5;PLACE DE LA SOLIDARITE;59000;LILLE;2013;MOEBIUS;1071C;Boulangerie et boulangerie-pâtisserie;6;2013-04-18T00:00:00;30/04/2015;574580;43879
1508;35;QUAI DU WAULT;59800;LILLE;2011;QUARTIER DES ARTS;4110C;Promotion immobilière d'autres bâtiments;;2015-10-31T00:00:00;31/12/2015;573753;2028
1509;1;RUE EUGENE VARLIN LOMME;59160;LILLE;2013;ALL COUSCOUS;5621Z;Services des traiteurs;9;2014-01-23T00:00:00;31/12/2015;572259;-2222
1510;19;BOULEVARD MONTEBELLO;59000;LILLE;2015;ALL COUSCOUS;5621Z;Services des traiteurs;9;2015-08-18T00:00:00;31/12/2015;572259;-2222
1511;7;BOULEVARD LOUIS XIV;59800;LILLE;2015;CITYA BELVIA LILLE;6831Z;Agences immobilières;33;2016-03-17T00:00:00;31/12/2015;567503;91274
1512;53;RUE JEAN JAURES;59000;LILLE;2012;AKSIS NORD CONSULTING;7022Z;Conseil pour les affaires et autres conseils de gestion;10;2016-07-13T00:00:00;31/12/2015;566365;5028
1513;124;RUE DU FAUBOURG DE DOUAI;59000;LILLE;2000;DIPSO'S;8559A;Formation continue d'adultes;3;2016-04-05T00:00:00;31/12/2015;565455;19092
1514;21;RUE DU NOUVEAU SIECLE;59800;LILLE;2010;AB EXPANSION;6622Z;Activités des agents et courtiers d'assurances;2;2015-06-24T00:00:00;31/12/2015;559877;36813
1515;1;RUE DE LA HALLOTERIE;59800;LILLE;2015;AB EXPANSION;6622Z;Activités des agents et courtiers d'assurances;2;2016-01-31T00:00:00;31/12/2015;559877;36813
1516;64;RUE FAIDHERBE;59000;LILLE;1999;CHANGE DE L'OR;4618Z;Interm. spécialisés commerce d'autres produits spécifiques;3;1999-08-13T00:00:00;31/12/2015;557586;33392
1517;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2015;THERMIMESURE;4619B;Autres intermédiaires du commerce en produits divers;3;2015-11-25T00:00:00;31/12/2015;554086;7896
1518;8;RUE ST JACQUES;59800;LILLE;2003;THE'O;4729Z;Autres commerces de détail alimentaires en magasin spécialisé;3;2011-05-18T00:00:00;30/06/2015;551617;42527
1519;19;RUE DE PARIS;59800;LILLE;2007;3X3;6831Z;Agences immobilières;3;2014-04-05T00:00:00;30/06/2015;551367;3287
1520;130;RUE DU GRAND BUT LOMME;59160;LILLE;2012;BOOTIX;4772A;Commerce de détail de la chaussure;4;2014-03-04T00:00:00;30/09/2015;548704;-91
1521;28;PLACE DU LION D'OR;59800;LILLE;2000;RAMA;4771Z;Commerce de détail d'habillement en magasin spécialisé;2;2013-08-30T00:00:00;31/01/2015;543170;305
1522;24;RUE DE L HOPITAL MILITAIRE;59800;LILLE;2011;MAGASINS OXFAM FRANCE;4779Z;Commerce de détail de biens d'occasion en magasin;6;2011-11-10T00:00:00;31/12/2015;538373;24587
1523;19;RUE DE L HOPITAL MILITAIRE;59800;LILLE;2007;MAGASINS OXFAM FRANCE;4779Z;Commerce de détail de biens d'occasion en magasin;6;2016-08-28T00:00:00;31/12/2015;538373;24587
1524;127;RUE VICTOR HUGO LOMME;59160;LILLE;2013;TRANSPORT SAADIEN;4941B;Transports routiers de fret de proximité;6;2016-08-17T00:00:00;30/04/2015;537857;41349
1525;68;RUE D ARRAS;59000;LILLE;1991;PHARMACIE DU PROGRES;4773Z;Commerce de détail produits pharmaceutiques (magasin spécialisé);3;2007-07-16T00:00:00;31/03/2015;536844;9299
1526;18;PLACE NOUVELLE AVENTURE;59000;LILLE;2012;LE SQUARE D'ARAMIS;5610A;Restauration traditionnelle;6;2012-08-16T00:00:00;31/03/2015;534594;171
1527;23;RUE DE ROUBAIX;59800;LILLE;2013;LA CLEF;5610A;Restauration traditionnelle;6;2014-01-17T00:00:00;31/03/2015;533751;27299
1528;18;RUE DE LA HALLE;59800;LILLE;2012;STAIRWAY;5630Z;Débits de boissons;1;2016-10-16T00:00:00;31/12/2015;532047;123247
1529;14;RUE DU VIEUX FAUBOURG;59800;LILLE;2016;SAINT COME CHIRURGIE;3250A;Fabrication de matériel médico-chirurgical et dentaire;1;2016-09-02T00:00:00;31/12/2015;531470;-12207
1530;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2015;GLORIEUX;4799A;Vente à  domicile;;2015-10-21T00:00:00;30/09/2015;525674;-26378
1531;107;RUE GANTOIS;59000;LILLE;2005;JVC ARCHITECTURE;7111Z;Activités d'architecture;;2007-01-15T00:00:00;30/09/2015;525057;244896
1532;1;CENTRE ARTISANAL B PALISSY;59160;LILLE;1989;LABORATOIRE JOURDAIN ET LANDAT;3250A;Fabrication de matériel médico-chirurgical et dentaire;6;2010-11-06T00:00:00;31/12/2015;524728;-19207
